"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1643","Stock Footage page should have no a11y violations @a11y @regression","chromium","Mon Mar 02 13:16:51 UTC 2026","passed","Mon Mar 02 13:16:53 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","1808","emoji prompt is accepted @api","webkit","Mon Mar 02 13:16:51 UTC 2026","passed","Mon Mar 02 13:16:53 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","14926","two-scene script extracts multiple shots with editable prompts @ui","webkit","Mon Mar 02 13:18:17 UTC 2026","passed","Mon Mar 02 13:18:32 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","1415","previz_user_id cookie has HttpOnly flag @security","chromium","Mon Mar 02 13:17:01 UTC 2026","passed","Mon Mar 02 13:17:02 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","402","video history should have valid aspect_ratio values @api @regression","firefox","Mon Mar 02 13:16:43 UTC 2026","passed","Mon Mar 02 13:16:43 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","687","video settings present with correct defaults @smoke @ui","firefox","Mon Mar 02 13:17:24 UTC 2026","passed","Mon Mar 02 13:17:25 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","2696","video cards display status badges @ui","firefox","Mon Mar 02 13:16:51 UTC 2026","passed","Mon Mar 02 13:16:54 UTC 2026","History Page","ui/history.spec.ts","",""
"","4118","History page should have no a11y violations @a11y @regression","mobile-chrome","Mon Mar 02 13:16:50 UTC 2026","passed","Mon Mar 02 13:16:54 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","725","default aspect ratio is Portrait @smoke @ui","firefox","Mon Mar 02 13:17:23 UTC 2026","passed","Mon Mar 02 13:17:24 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","9193","single word input parses without crash @ui","chromium","Mon Mar 02 13:17:07 UTC 2026","passed","Mon Mar 02 13:17:16 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","2052","emoji prompt is accepted @api","chromium","Mon Mar 02 13:16:58 UTC 2026","passed","Mon Mar 02 13:17:00 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","216","GET /api/video-status without taskId returns 400 @api @smoke","mobile-chrome","Mon Mar 02 13:16:57 UTC 2026","passed","Mon Mar 02 13:16:57 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","745","shot headings show correct numbering @ui","mobile-chrome","Mon Mar 02 13:17:16 UTC 2026","skipped","Mon Mar 02 13:17:17 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","808","HQ mode label and toggle visible @smoke @ui","firefox","Mon Mar 02 13:18:07 UTC 2026","passed","Mon Mar 02 13:18:08 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1483","default aspect ratio is Portrait @smoke @ui","webkit","Mon Mar 02 13:17:51 UTC 2026","passed","Mon Mar 02 13:17:53 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","1085","GET /api/video-status without taskId returns 400 @api @smoke","firefox","Mon Mar 02 13:16:41 UTC 2026","passed","Mon Mar 02 13:16:42 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","2714","empty script keeps parse button disabled @ui","webkit","Mon Mar 02 13:17:08 UTC 2026","passed","Mon Mar 02 13:17:11 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1847","emoji prompt is accepted @api","firefox","Mon Mar 02 13:16:47 UTC 2026","passed","Mon Mar 02 13:16:49 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1958","previz_user_id cookie has Secure flag @security","webkit","Mon Mar 02 13:16:53 UTC 2026","passed","Mon Mar 02 13:16:55 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","391","video-history with negative offset returns error or empty @api","firefox","Mon Mar 02 13:16:45 UTC 2026","passed","Mon Mar 02 13:16:46 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","1986","template literal in prompt does not leak env vars @api @security","firefox","Mon Mar 02 13:16:48 UTC 2026","passed","Mon Mar 02 13:16:50 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","45","response includes Strict-Transport-Security @api @security","chromium","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:00 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","3525","Load More button appears and loads additional videos @ui","firefox","Mon Mar 02 13:16:53 UTC 2026","passed","Mon Mar 02 13:16:57 UTC 2026","History Page","ui/history.spec.ts","",""
"","14123","start over button resets to input state @ui","webkit","Mon Mar 02 13:18:42 UTC 2026","passed","Mon Mar 02 13:18:56 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","2587","navigate Studio → Stock Footage → History @smoke @ui","firefox","Mon Mar 02 13:16:56 UTC 2026","passed","Mon Mar 02 13:16:58 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","726","polling starts after generation trigger @smoke @ui","mobile-chrome","Mon Mar 02 13:17:19 UTC 2026","skipped","Mon Mar 02 13:17:19 UTC 2026","Studio Generation (mocked)","ui/studio.spec.ts","",""
"","49","response includes X-Frame-Options @api @security","chromium","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:00 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","1288","all 3 nav links visible on every page @smoke @ui","mobile-chrome","Mon Mar 02 13:17:12 UTC 2026","passed","Mon Mar 02 13:17:14 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","6121","Load More button appears and loads additional videos @ui","webkit","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:06 UTC 2026","History Page","ui/history.spec.ts","",""
"","651","duration dropdown has 4s, 8s (default), 12s @smoke @ui","chromium","Mon Mar 02 13:17:53 UTC 2026","passed","Mon Mar 02 13:17:54 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","189","navigate Studio → Stock Footage → History @smoke @ui","mobile-chrome","Mon Mar 02 13:17:12 UTC 2026","skipped","Mon Mar 02 13:17:12 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","406","video-status should return sanitized error for invalid taskId @api @regression","webkit","Mon Mar 02 13:16:44 UTC 2026","passed","Mon Mar 02 13:16:44 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","288","video-history with negative offset returns error or empty @api","webkit","Mon Mar 02 13:16:49 UTC 2026","passed","Mon Mar 02 13:16:49 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","884","video count spinner defaults to 3 with min=1 max=5 @smoke @ui","mobile-chrome","Mon Mar 02 13:17:17 UTC 2026","passed","Mon Mar 02 13:17:18 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","995","innocent short prompts should not be flagged by moderation @api @regression","webkit","Mon Mar 02 13:16:45 UTC 2026","passed","Mon Mar 02 13:16:46 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","439","video-status should return sanitized error for invalid taskId @api @regression","chromium","Mon Mar 02 13:16:54 UTC 2026","passed","Mon Mar 02 13:16:54 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","679","video count spinner defaults to 3 with min=1 max=5 @smoke @ui","chromium","Mon Mar 02 13:17:52 UTC 2026","passed","Mon Mar 02 13:17:53 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","840","default aspect ratio is Portrait @smoke @ui","mobile-chrome","Mon Mar 02 13:17:15 UTC 2026","passed","Mon Mar 02 13:17:16 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","40","response includes X-Content-Type-Options: nosniff @api @security","mobile-chrome","Mon Mar 02 13:17:02 UTC 2026","passed","Mon Mar 02 13:17:02 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","931","duration dropdown has 4s, 8s (default), 12s @smoke @ui","firefox","Mon Mar 02 13:18:06 UTC 2026","passed","Mon Mar 02 13:18:07 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1151","SQL injection string is accepted without server error @api @security","chromium","Mon Mar 02 13:16:56 UTC 2026","passed","Mon Mar 02 13:16:57 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1353","previz_user_id cookie has HttpOnly flag @security","mobile-chrome","Mon Mar 02 13:17:03 UTC 2026","passed","Mon Mar 02 13:17:04 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","2055","very long prompt is handled without 500 @api","chromium","Mon Mar 02 13:16:59 UTC 2026","passed","Mon Mar 02 13:17:01 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","800","studio handles generate-video 500 gracefully @ui @regression","webkit","Mon Mar 02 13:16:46 UTC 2026","skipped","Mon Mar 02 13:16:47 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","1054","video-history with huge limit is handled @api","firefox","Mon Mar 02 13:16:45 UTC 2026","passed","Mon Mar 02 13:16:46 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","4046","GET /api/video-status with valid taskId returns status object @api","mobile-chrome","Mon Mar 02 13:16:57 UTC 2026","passed","Mon Mar 02 13:17:01 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","1989","page loads with Video History heading @smoke @ui","webkit","Mon Mar 02 13:16:55 UTC 2026","passed","Mon Mar 02 13:16:57 UTC 2026","History Page","ui/history.spec.ts","",""
"","581","generation trigger transitions to rendering state @smoke @ui @regression","chromium","Mon Mar 02 13:17:55 UTC 2026","passed","Mon Mar 02 13:17:55 UTC 2026","Studio Generation (mocked)","ui/studio.spec.ts","",""
"","814","empty script keeps parse button disabled @ui","mobile-chrome","Mon Mar 02 13:17:13 UTC 2026","passed","Mon Mar 02 13:17:14 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","21062","shot headings show correct numbering @ui","firefox","Mon Mar 02 13:17:33 UTC 2026","passed","Mon Mar 02 13:17:54 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","359","GET /api/video-history returns videos array with expected shape @api @smoke @regression","mobile-chrome","Mon Mar 02 13:16:56 UTC 2026","passed","Mon Mar 02 13:16:56 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","1723","empty script keeps parse button disabled @ui","firefox","Mon Mar 02 13:16:58 UTC 2026","passed","Mon Mar 02 13:17:00 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1301","previz_user_id cookie has Secure flag @security","mobile-chrome","Mon Mar 02 13:17:02 UTC 2026","passed","Mon Mar 02 13:17:04 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","793","script parsing shows loading then parsed shots @smoke @ui","mobile-chrome","Mon Mar 02 13:17:16 UTC 2026","skipped","Mon Mar 02 13:17:16 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","2698","Your Videos tab shows empty state for fresh browser @ui","webkit","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:03 UTC 2026","History Page — Fresh Session","ui/history.spec.ts","",""
"","784","video settings present with correct defaults @smoke @ui","mobile-chrome","Mon Mar 02 13:17:15 UTC 2026","passed","Mon Mar 02 13:17:16 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","26411","special characters in screenplay parse correctly @ui","firefox","Mon Mar 02 13:17:50 UTC 2026","passed","Mon Mar 02 13:18:16 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1949","stock footage handles parse failure @ui @regression","webkit","Mon Mar 02 13:16:47 UTC 2026","passed","Mon Mar 02 13:16:49 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","1295","XSS script tag is accepted without server error @api @security","mobile-chrome","Mon Mar 02 13:16:59 UTC 2026","passed","Mon Mar 02 13:17:00 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1549","generate-video with invalid duration returns error @api","chromium","Mon Mar 02 13:16:55 UTC 2026","passed","Mon Mar 02 13:16:57 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","523","unknown route returns 404 @smoke @ui","mobile-chrome","Mon Mar 02 13:17:13 UTC 2026","passed","Mon Mar 02 13:17:13 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","23416","generate button appears with correct video count @ui","firefox","Mon Mar 02 13:17:40 UTC 2026","passed","Mon Mar 02 13:18:03 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","24789","dialogue-heavy script extracts shots @ui","webkit","Mon Mar 02 13:17:12 UTC 2026","passed","Mon Mar 02 13:17:37 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","33","response includes Content-Security-Policy header @api @security","mobile-chrome","Mon Mar 02 13:17:02 UTC 2026","passed","Mon Mar 02 13:17:02 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","959","studio handles video-status polling timeout @ui @regression","firefox","Mon Mar 02 13:16:44 UTC 2026","passed","Mon Mar 02 13:16:45 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","1696","Studio page should have no a11y violations @a11y @regression","chromium","Mon Mar 02 13:16:51 UTC 2026","passed","Mon Mar 02 13:16:53 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","832","completed videos have playable video elements @ui @regression","chromium","Mon Mar 02 13:17:04 UTC 2026","skipped","Mon Mar 02 13:17:04 UTC 2026","History Page","ui/history.spec.ts","",""
"","14573","shot headings show correct numbering @ui","chromium","Mon Mar 02 13:17:37 UTC 2026","passed","Mon Mar 02 13:17:52 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","686","unknown route returns 404 @smoke @ui","chromium","Mon Mar 02 13:17:06 UTC 2026","passed","Mon Mar 02 13:17:07 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","21957","unicode screenplay text parses without errors @ui","webkit","Mon Mar 02 13:18:21 UTC 2026","passed","Mon Mar 02 13:18:43 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1114","video-history with huge limit is handled @api","webkit","Mon Mar 02 13:16:49 UTC 2026","passed","Mon Mar 02 13:16:50 UTC 2026","Negative Paths — API Contract Edge Cases","api/negative-paths.spec.ts","",""
"","1125","SQL injection string is accepted without server error @api @security","webkit","Mon Mar 02 13:16:49 UTC 2026","passed","Mon Mar 02 13:16:50 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1351","duration dropdown has 4s, 8s (default), 12s @smoke @ui","webkit","Mon Mar 02 13:18:49 UTC 2026","passed","Mon Mar 02 13:18:50 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1186","XSS payload in history is rendered as text, not executed @security","webkit","Mon Mar 02 13:16:50 UTC 2026","passed","Mon Mar 02 13:16:51 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1724","video cards display status badges @ui","chromium","Mon Mar 02 13:17:03 UTC 2026","passed","Mon Mar 02 13:17:05 UTC 2026","History Page","ui/history.spec.ts","",""
"","1461","XSS img tag is accepted without server error @api @security","chromium","Mon Mar 02 13:16:57 UTC 2026","passed","Mon Mar 02 13:16:58 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1840","template literal in prompt does not leak env vars @api @security","webkit","Mon Mar 02 13:16:53 UTC 2026","passed","Mon Mar 02 13:16:55 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","1254","unicode prompt is accepted @api","chromium","Mon Mar 02 13:16:57 UTC 2026","passed","Mon Mar 02 13:16:59 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","2221","generation trigger transitions to rendering state @smoke @ui @regression","firefox","Mon Mar 02 13:16:34 UTC 2026","passed","Mon Mar 02 13:16:36 UTC 2026","Studio Generation (mocked)","ui/studio.spec.ts","",""
"","1320","previz_user_id cookie has SameSite attribute @security","chromium","Mon Mar 02 13:17:01 UTC 2026","passed","Mon Mar 02 13:17:02 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","275","stock footage page layout @visual","chromium","Mon Mar 02 13:16:36 UTC 2026","skipped","Mon Mar 02 13:16:36 UTC 2026","Visual Regression — Page Snapshots","visual/page-snapshots.spec.ts","",""
"","188","POST /api/generate-video with empty prompt returns 400 @api @smoke","webkit","Mon Mar 02 13:16:42 UTC 2026","passed","Mon Mar 02 13:16:42 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","3665","video cards display status badges @ui","webkit","Mon Mar 02 13:16:57 UTC 2026","passed","Mon Mar 02 13:17:01 UTC 2026","History Page","ui/history.spec.ts","",""
"","28","response includes Strict-Transport-Security @api @security","mobile-chrome","Mon Mar 02 13:17:02 UTC 2026","passed","Mon Mar 02 13:17:02 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","27006","dialogue-heavy script extracts shots @ui","firefox","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:27 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","13483","two-scene script extracts multiple shots with editable prompts @ui","chromium","Mon Mar 02 13:17:35 UTC 2026","passed","Mon Mar 02 13:17:48 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","4418","all 3 nav links visible on every page @smoke @ui","webkit","Mon Mar 02 13:17:07 UTC 2026","passed","Mon Mar 02 13:17:11 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","1263","XSS img tag is accepted without server error @api @security","mobile-chrome","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:01 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","26","response includes Strict-Transport-Security @api @security","firefox","Mon Mar 02 13:16:49 UTC 2026","passed","Mon Mar 02 13:16:49 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","1037","navigate Studio → Stock Footage → History @smoke @ui","chromium","Mon Mar 02 13:17:05 UTC 2026","passed","Mon Mar 02 13:17:06 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","286","API endpoints do not expose server version headers @api @security","webkit","Mon Mar 02 13:16:55 UTC 2026","passed","Mon Mar 02 13:16:56 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","1725","generate-video should include rate limiting headers @api @regression","firefox","Mon Mar 02 13:16:43 UTC 2026","passed","Mon Mar 02 13:16:45 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","26704","dialogue-heavy script extracts shots @ui","chromium","Mon Mar 02 13:17:08 UTC 2026","passed","Mon Mar 02 13:17:35 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","816","stock footage handles parse failure @ui @regression","chromium","Mon Mar 02 13:16:54 UTC 2026","passed","Mon Mar 02 13:16:55 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","915","Load More button appears and loads additional videos @ui","mobile-chrome","Mon Mar 02 13:17:05 UTC 2026","skipped","Mon Mar 02 13:17:06 UTC 2026","History Page","ui/history.spec.ts","",""
"","1393","video settings present with correct defaults @smoke @ui","webkit","Mon Mar 02 13:17:53 UTC 2026","passed","Mon Mar 02 13:17:54 UTC 2026","Stock Footage Page","ui/stock-footage.spec.ts","",""
"","745","GET /api/video-history returns videos array with expected shape @api @smoke @regression","firefox","Mon Mar 02 13:16:42 UTC 2026","passed","Mon Mar 02 13:16:43 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","976","button text reflects video count @smoke @ui","firefox","Mon Mar 02 13:18:05 UTC 2026","passed","Mon Mar 02 13:18:06 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","1923","All Videos tab shows videos with count > 0 @smoke @ui","mobile-chrome","Mon Mar 02 13:17:04 UTC 2026","passed","Mon Mar 02 13:17:06 UTC 2026","History Page","ui/history.spec.ts","",""
"","119","POST /api/generate-video with empty prompt returns 400 @api @smoke","mobile-chrome","Mon Mar 02 13:16:56 UTC 2026","passed","Mon Mar 02 13:16:56 UTC 2026","Generation Pipeline API","api/generation-pipeline.spec.ts","",""
"","4318","All Videos tab shows videos with count > 0 @smoke @ui","webkit","Mon Mar 02 13:16:56 UTC 2026","passed","Mon Mar 02 13:17:00 UTC 2026","History Page","ui/history.spec.ts","",""
"","1966","video cards display status badges @ui","mobile-chrome","Mon Mar 02 13:17:04 UTC 2026","passed","Mon Mar 02 13:17:06 UTC 2026","History Page","ui/history.spec.ts","",""
"","788","whitespace-only script keeps parse button disabled @ui","mobile-chrome","Mon Mar 02 13:17:13 UTC 2026","passed","Mon Mar 02 13:17:14 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1565","all 3 nav links visible on every page @smoke @ui","chromium","Mon Mar 02 13:17:06 UTC 2026","passed","Mon Mar 02 13:17:08 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","7369","Studio page should have no a11y violations @a11y @regression","webkit","Mon Mar 02 13:16:34 UTC 2026","passed","Mon Mar 02 13:16:42 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","10227","generate-video should include rate limiting headers @api @regression","chromium","Mon Mar 02 13:16:54 UTC 2026","passed","Mon Mar 02 13:17:04 UTC 2026","Generation Pipeline — Data Integrity","api/generation-pipeline.spec.ts","",""
"","16921","text without scene headings still parses @ui","firefox","Mon Mar 02 13:17:00 UTC 2026","passed","Mon Mar 02 13:17:17 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","1329","Studio page should have no a11y violations @a11y @regression","mobile-chrome","Mon Mar 02 13:16:46 UTC 2026","passed","Mon Mar 02 13:16:48 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","12681","start over button resets to input state @ui","firefox","Mon Mar 02 13:17:54 UTC 2026","passed","Mon Mar 02 13:18:07 UTC 2026","Stock Footage — Script Parsing","ui/stock-footage.spec.ts","",""
"","649","aspect ratio dropdown: Landscape (default), Portrait @smoke @ui","chromium","Mon Mar 02 13:17:53 UTC 2026","passed","Mon Mar 02 13:17:54 UTC 2026","Studio Page","ui/studio.spec.ts","",""
"","859","page loads with Video History heading @smoke @ui","chromium","Mon Mar 02 13:17:02 UTC 2026","passed","Mon Mar 02 13:17:03 UTC 2026","History Page","ui/history.spec.ts","",""
"","258","studio handles generate-video 500 gracefully @ui @regression","firefox","Mon Mar 02 13:16:44 UTC 2026","skipped","Mon Mar 02 13:16:44 UTC 2026","Negative Paths — API Down & Error States","api/negative-paths.spec.ts","",""
"","2070","logo returns to Studio from any page @smoke @ui","firefox","Mon Mar 02 13:16:56 UTC 2026","passed","Mon Mar 02 13:16:58 UTC 2026","Navigation","ui/navigation.spec.ts","",""
"","7152","Stock Footage page should have no a11y violations @a11y @regression","webkit","Mon Mar 02 13:16:34 UTC 2026","passed","Mon Mar 02 13:16:41 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","1055","Stock Footage page should have no a11y violations @a11y @regression","mobile-chrome","Mon Mar 02 13:16:49 UTC 2026","passed","Mon Mar 02 13:16:50 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
"","360","API endpoints do not expose server version headers @api @security","chromium","Mon Mar 02 13:17:02 UTC 2026","passed","Mon Mar 02 13:17:02 UTC 2026","Security Headers Audit","api/security-headers.spec.ts","",""
"","1154","XSS img tag is accepted without server error @api @security","firefox","Mon Mar 02 13:16:46 UTC 2026","passed","Mon Mar 02 13:16:48 UTC 2026","Prompt Edge Cases — Security & Encoding","api/prompt-edge-cases.spec.ts","",""
"","8419","polling starts after generation trigger @smoke @ui","webkit","Mon Mar 02 13:16:46 UTC 2026","passed","Mon Mar 02 13:16:55 UTC 2026","Studio Generation (mocked)","ui/studio.spec.ts","",""
"","17209","single word input parses without crash @ui","firefox","Mon Mar 02 13:16:58 UTC 2026","passed","Mon Mar 02 13:17:15 UTC 2026","Stock Footage — Script Parsing Edge Cases","ui/stock-footage-edge.spec.ts","",""
"","4169","Stock Footage page should have no a11y violations @a11y @regression","firefox","Mon Mar 02 13:16:36 UTC 2026","passed","Mon Mar 02 13:16:40 UTC 2026","Accessibility — WCAG 2.1 AA Scans","a11y/page-scans.spec.ts","",""
